6,20
7,26
12,2
12,13
15,19
20,23
21,25
22,27
23,1
27,18
28,15
5,30
16,2
21,9
27,8
5,1
10,26
12,19
17,16
22,8
23,15
23,30
27,19
29,16
30,25
3,15
5,2
7,18
7,26
9,18
11,8
16,1
21,1
21,8
24,26
27,5
27,8
27,9
28,12
28,14
28,25
29,1
29,17
1,12
1,25
1,30
2,6
2,9
2,11
2,20
2,21
2,27
2,30
4,11
4,28
5,14
5,28
7,11
7,14
8,7
9,6
9,8
9,23
9,30
10,5
10,14
10,24
11,5
12,3
12,23
13,3
13,4
13,5
13,6
13,17
13,29
15,29
16,3
16,9
16,20
16,21
17,28
18,4
18,16
18,17
18,24
18,29
19,4
19,10
19,14
19,24
19,25
19,30
20,27
20,28
20,30
21,9
21,28
22,3
24,11
24,12
24,14
24,20
24,21
24,28
25,3
25,9
25,14
25,27
26,3
26,8
26,19
26,20
26,29
2,11
4,5
9,6
10,24
11,5
11,16
11,21
11,26
13,17
16,7
16,19
18,24
20,8
20,17
20,27
20,30
21,26
22,1
24,6
24,14
25,22
26,8
27,12
28,11
29,6
30,4
30,26
2,18
4,10
14,23
15,1
17,26
21,5
27,10
28,2
1,10
1,19
2,9
2,10
2,18
2,19
3,5
3,6
3,8
3,9
3,14
3,15
3,17
3,20
3,23
3,24
3,27
4,1
4,2
4,6
4,10
4,15
4,25
4,26
5,2
5,9
5,15
5,18
5,19
5,20
5,25
6,15
6,16
6,18
6,22
6,26
7,2
7,10
7,13
7,15
7,18
7,19
7,23
7,26
7,30
8,2
8,10
8,13
8,18
8,19
9,10
9,18
9,26
10,26
11,5
11,6
11,8
11,12
11,15
11,16
11,18
11,21
11,26
11,27
12,2
12,9
12,10
12,13
12,16
12,22
12,23
12,26
14,1
14,2
14,4
14,8
14,13
14,17
14,18
14,20
14,22
14,23
14,29
14,30
15,1
15,8
15,9
15,10
15,13
15,18
15,19
15,25
16,1
16,10
16,19
16,26
17,1
17,2
17,15
17,22
17,26
19,10
20,1
20,13
20,23
20,25
21,1
21,9
21,10
21,13
21,19
21,23
21,25
21,26
22,1
22,8
22,10
22,18
22,19
22,26
23,1
23,10
23,13
23,19
23,25
24,1
24,15
24,26
25,9
25,26
27,1
27,7
27,9
27,10
27,13
27,16
27,18
27,23
27,30
28,1
28,2
28,6
28,7
28,8
28,9
28,12
28,13
28,15
28,16
28,18
28,19
28,22
28,23
28,25
28,26
28,27
28,29
29,1
29,4
29,7
29,10
29,12
29,16
29,17
29,19
29,20
29,22
29,23
29,24
29,25
30,10
30,13
30,15
30,16
30,18
30,26
1,6
1,9
2,10
2,18
3,8
3,24
3,27
3,28
4,2
4,3
4,6
4,10
4,15
4,24
4,25
4,26
5,1
5,2
5,14
5,15
5,18
5,19
6,14
6,15
6,17
6,27
7,2
7,3
7,4
7,13
7,15
7,19
7,21
7,23
7,24
8,7
8,13
8,18
8,19
8,30
9,20
10,5
10,11
10,26
11,6
11,12
11,18
11,27
12,2
12,4
12,6
12,7
12,9
12,10
12,13
12,16
12,17
12,19
12,20
12,22
12,26
13,2
13,4
13,9
14,2
14,4
14,13
14,20
14,29
14,30
15,1
15,10
15,19
15,22
16,2
16,10
16,24
16,25
16,26
17,2
17,5
17,16
18,23
18,25
19,3
19,4
19,24
19,25
19,30
20,1
20,4
20,7
20,21
20,23
20,25
20,28
21,4
21,8
21,9
21,12
21,19
21,25
21,28
22,2
22,8
22,26
22,30
23,8
23,10
23,11
23,13
23,15
23,16
23,17
23,19
23,24
23,30
24,1
24,2
24,8
24,15
24,20
25,3
25,8
25,9
25,14
26,1
26,2
26,18
26,20
26,29
27,7
27,8
27,9
27,13
27,18
27,19
27,21
27,29
28,6
28,7
28,8
28,15
28,16
28,18
28,19
28,22
28,23
28,26
28,27
29,1
29,4
29,7
29,16
29,19
29,20
29,21
29,23
29,24
29,25
30,10
30,13
30,15
30,18
30,25
1,10
1,19
2,9
2,10
2,18
2,19
3,5
3,6
3,8
3,9
3,11
3,15
3,17
3,20
3,23
3,24
3,27
4,1
4,10
4,15
4,25
4,26
5,1
5,2
5,9
5,15
5,18
5,19
5,25
6,15
6,16
6,18
6,22
6,26
7,2
7,10
7,13
7,15
7,18
7,19
7,23
7,24
7,26
7,30
8,2
8,10
8,13
8,18
8,19
9,10
9,18
9,26
10,26
11,5
11,6
11,8
11,12
11,15
11,16
11,18
11,21
11,26
11,27
12,2
12,9
12,10
12,13
12,16
12,19
12,22
12,23
12,26
13,2
13,9
13,16
13,25
14,1
14,2
14,4
14,8
14,13
14,17
14,18
14,20
14,22
14,23
14,30
15,1
15,8
15,9
15,10
15,13
15,18
15,19
15,25
16,1
16,10
16,19
16,26
17,1
17,2
17,15
17,16
17,26
18,19
20,1
20,13
20,23
20,25
21,1
21,9
21,10
21,13
21,19
21,23
21,25
21,26
22,1
22,10
22,18
22,19
22,23
22,26
23,1
23,10
23,19
23,25
24,1
24,2
24,15
24,26
25,26
27,1
27,8
27,9
27,10
27,13
27,16
27,18
27,19
27,21
27,23
28,1
28,2
28,6
28,7
28,8
28,9
28,12
28,13
28,14
28,15
28,16
28,18
28,19
28,22
28,23
28,25
28,26
28,27
29,1
29,6
29,7
29,10
29,12
29,16
29,17
29,19
29,20
29,21
29,22
29,23
29,24
