1,0
2,0
3,0
4,0.039918
5,0.20063
6,0.2709
7,0
8,0.24132
9,0.70924
10,0.23911
11,0.25234
12,0.88097
13,0.28014
14,0.60537
15,0.29018
16,0.32887
17,0
18,0.53484
19,0.17714
20,0
21,0.34983
22,0.34826
23,0
24,0.34011
25,0.34196
26,0.34343
27,0.29666
28,0.08968
29,0.26729
30,0.094203
31,0
32,0.047908
33,0.015873
34,0.55995
35,0.34831
36,0.010417
37,0.22334
38,0.29806
39,0.062471
40,0.083333
41,0.071696
42,0
43,0.17314
44,0.17611
45,0.03
46,0.22197
47,0.96596
48,0.27189
49,0.045977
50,0.11382
51,0.17017
52,0.32628
53,0.34122
54,0.049744
55,0.33595
56,0.32832
57,0
58,0
59,0.4767
60,0
61,0.009804
62,0.26203
63,0.011494
64,0
65,0.2997
66,0.031531
67,0.23301
68,0.016667
69,0.035714
70,0.66712
71,0.062338
72,0.028735
73,0.056738
74,0.47268
75,0.07958
76,0.028985
77,0
78,0.10787
79,0.060606
80,0.033333
81,0.022321
82,0
83,0.05
84,0.075757
85,0.024691
86,0
87,0.31744
88,0.036232
89,0
90,0.091667
91,0.26305
92,0.018018
93,0.15789
94,0.046111
